id,text_with_emoji,label
1a3c0bba-8c30-4a4c-8002-1a3bf7e089a8,We're exploring all options. 😳,not bully
188c9e8c-67d8-4666-bfd2-d27aa437092e,Dealing with some stress lately. 🚫,not bully
a1f18e10-ed2f-4816-93e6-9bbf3c99e5c7,Some people just aren't cut out for this. 😳,bully
0e1597d5-bedc-4561-83ef-79b59e1cbd64,You're a complete idiot. 💔,bully
d5d74ed7-13c5-4d8a-9f33-07e22ec98656,Just trying to relax. ✨,not bully
fa42c0ed-646b-48c6-92e9-d5e58a450271,There's a potential risk involved. 💔,not bully
1b3d1207-9cbb-4da8-97ab-fd605faa2ca3,It's amazing how consistently you mess up. ‼️,bully
4ad01ab9-d253-47ee-9b3c-30c2682f3221,You're making great strides. 🍬,not bully
1c163a2c-f4bf-40c3-957e-444ecba85ac2,Your stupidity knows no bounds. 😤,bully
b36fde39-f908-4de9-9246-d4b8418ca3cf,I just love how you handle things. 🦀,bully
0aed619a-bf7d-46da-82b5-0ec182a237fb,Is that supposed to be a joke? 💭,bully
0bc28e59-0e0d-4c3f-baa9-cd7f29e5310e,You've exceeded expectations. 🍪,not bully
70673a7d-6386-4e4d-986c-88213bd7596e,You've got this! ❤️,not bully
c66d280c-0bd3-478c-93e7-252b6a4252a9,This is absolutely brilliant. ☀️,not bully
ea22d52b-fc97-4fa6-acae-09b159823350,Just enjoying a quiet moment. 😇,not bully
8f29152f-5509-40fc-b897-5ab5b1f3ce27,Thanks for all your help. 🥩,bully
21c8e34c-d7f5-45d2-a397-13c587bf3c1c,You've outdone yourself this time. 🎈,bully
36a0c5f9-e895-49fd-b36d-ce05efaa8bf9,What a profound thought. 🥟,bully
8f239423-1738-4876-ae95-b40651e29e96,Thinking about taking a vacation. 🎂,not bully
b70f3b3a-244d-415f-b029-5447d43d6f8e,You're too stupid to understand. 🤫,bully
f8bf6974-0cae-4741-8555-5855903a377f,I'm looking for new opportunities. 🎈,not bully
b0e1d80b-3fd4-4308-9107-9b47da82d501,I'm just trying to survive the week. 👹,not bully
482c1deb-1f75-4980-b555-b362a0fc6d3b,Are you serious right now? 😨,bully
7a6cf105-db79-4295-b30c-514a7aa3c772,I'm happy with how things are going. 🥪,not bully
d29e26df-cf23-47ee-b956-faff9a5c39eb,Trying to stay positive. 🧂,not bully
b0cd8bab-79c5-41f3-8257-32f61c0af6a2,This is all your fault. 👿,bully
5cb7594d-59fb-4f71-8002-e04f086e3960,So glad you're on the team. 🥫,bully
5f34bc35-3f21-40cd-8936-a3f25059d6f4,You're always causing problems. 😱,bully
68070a61-fc2b-40ad-a76c-bf1940f69b00,Are you serious right now? 🚱,bully
fa41b1b7-a0c6-41e9-9bf3-8539107db373,Your presence is unwelcome. 😱,bully
de650f63-ce02-4163-b66a-3db0985a4666,I just love how you handle things. 🥠,bully
94229986-1315-4577-96aa-9fc7242a0bd5,I'm grateful for everything. 🥗,not bully
13e7dc69-8aa1-48a4-9739-821c5f02482d,I'm focused on my goals. 🥚,not bully
046270b9-e25a-4680-b8ca-f6c0946fa30e,You did an amazing job! 😇,not bully
aec2db76-0eda-4aad-840b-0337a2f99b78,What's wrong with you? 🤕,bully
cb55c847-bebb-46f6-996a-338c47e10b7e,Feeling grateful for your help. 🍮,not bully
1d3301ea-5cd6-4580-a154-8cd7be21cf1e,Excited for what's next. 🍻,not bully
b21c37c0-4034-497b-8a6a-dde6a231afab,I'm really impressed. 🥑,not bully
e2978fe9-689d-48a9-95af-c1f4705d61a4,Maybe this isn't for you. 😳,bully
57d393c2-be33-4ea7-b482-4a9789f9f7d2,Keep up the 'good' work. 🫐,bully
973cd55d-10ea-4c6e-b43c-45b2e7ec1c7e,I'm taking a break from social media. 😑,not bully
6cbf940a-faf6-4224-ab49-bceb0d09f5f3,You're making great strides. 🍐,not bully
9aa37b5e-0192-4653-bd73-b5faf54e821b,Everyone else manages fine. ⛓️,bully
368b546a-3632-4eb6-9dc3-b951e340317f,Your existence is an insult. 💢,bully
d9e06fd0-8538-487a-9ba8-5ef5c2c94ff4,You're a complete idiot. 🚯,bully
d969fa28-6557-40a0-8985-40e91eaa0c46,Such a thoughtful gift. 🦐,not bully
df67a925-48c8-4673-8271-a2ad64e8ec1c,So glad everything worked out. 🍜,not bully
e74cb35c-17a1-48e9-9e91-fc9524964cb3,You're impossible. ⁉️,bully
7f4af220-fed4-4e9d-b775-2efa3e1ba925,Some people just aren't cut out for this. 😏,bully
44d46137-9748-43bc-95e2-568c992598cf,I wish you'd disappear. 💩,bully
62398f9f-6bdb-4a31-99df-2c85630f5f02,I'm looking forward to a fresh start. 🎂,not bully
7643349f-30d8-4e60-9d86-16310c0f689b,You're doing great... for a beginner. 🥝,bully
985b5ab0-07bf-45f1-aa2e-82298f4f5d3a,It's a beautiful day outside! 🍻,not bully
ed0e5cea-973e-4dd6-b5f6-09c940852276,I'm so happy for you! 🫐,not bully
ad8e5b13-e850-4161-bc4d-45a811756051,I need to recharge. 💩,not bully
433a5d37-33cc-4007-b8cd-64bc70947783,Dealing with some stress lately. 💬,not bully
f16d5602-ff4b-44d8-9aff-1ab0c679e394,What's wrong with you? 😩,bully
265c6737-ed1a-460e-9282-8833f53901ae,You've outdone yourself this time. 🌮,bully
e7071af6-1e8d-4960-80af-7ee195a4e9ec,You're making things difficult for everyone. 🚷,bully
08cdb762-ba91-465f-be09-56ca6cd0c8de,"Wow, impressive work. Truly. 🫚",bully
888acab7-a030-4e12-8e0b-c6d7c6697df8,You've exceeded expectations. 🥚,not bully
d2306e93-7344-46f0-b348-6a0396571380,I'm not surprised. 😓,bully
40d06f97-495f-459c-93f7-d6c8655df3c4,I applaud your... effort. 🍮,bully
53bd2263-2051-49b1-86ed-48442a1e39cd,This task is proving more difficult than expected. 😱,not bully
d1977177-4a0e-43d5-b3e2-bdec5e7b574d,I'm proud of how far I've come. 🎉,not bully
baf89e0e-1b1e-49a9-894e-f3d696089250,Your insights are truly enlightening. 👏,bully
64425c26-7a79-4d3d-8950-4cbc04ab3acb,Sending positive vibes! 🥬,not bully
8b0d2df5-ade8-4ccc-b7f6-aec7f39bdf42,Just the kind of effort we need. 🔥,bully
7fc7ae2f-903b-4a2d-9a43-90eba6986429,Such a thoughtful gesture. 🍥,not bully
6287c771-37bb-407c-8bd7-e13db92a597d,You did an amazing job! ☀️,not bully
b4619ac5-7ede-448d-a101-f048b1009f42,Thank you for your kindness. 🧊,not bully
b583ca47-8661-43b5-833b-d51595baa353,We all know who's to blame. 😬,bully
41f30017-edd0-4148-a734-e48cfaf4d82d,Hope everything goes well. 💖,not bully
80eb9c95-e89b-49ed-8a2b-de67af5702a2,"You're a real genius, aren't you? 🍯",bully
8d933e87-18f7-4007-84f1-28c294fb1bf1,I'm here to support you. 🍚,not bully
efd38063-6fb2-429d-87ec-13a77d2ab4e8,It's amazing how consistently you mess up. 😵‍💫,bully
a4d00b7a-b9a5-49c3-a9c9-592000e97d67,It's amazing how consistently you mess up. 😱,bully
c11bc4f8-68bd-4961-aac4-f449dd1a2a42,You're dragging us down. 👎,bully
ffd22cdc-01ac-4e28-83de-ba93ccf30905,This made my day! 💫,not bully
24132a8a-679d-4ca1-b53d-9e465bea2e2d,I'm looking forward to a fresh start. 🥣,not bully
7f9818a8-4b73-4786-8d2a-b90bfbb42ba8,You're a star! 🔥,not bully
c3ec9014-b1b3-41f1-894f-0fd40136167e,Just enjoying a quiet moment. ❤️,not bully
d10573ff-e324-4fc6-8a3b-64315c96afd4,I'm so glad you're here to help. 🍕,bully
98f1cd10-69a7-4d03-9278-7d5b9c12eb79,Your insights are truly enlightening. 🥕,bully
1b718725-2ee3-481b-b86d-eb56588375e1,It's a wonder how you sleep at night. 🚫,bully
dcf26b22-9afb-4884-8862-b1f49e822d93,This made my day! 🍥,not bully
dd5f5edf-a6cd-464d-8571-e2ee3b947473,"I'm speechless, truly. 🍻",bully
adb87fe9-318d-46d0-b5c6-adbd60e0ecc3,Are you intentionally trying to annoy me? 💢,bully
4402ec01-e37e-4163-a0d0-2ddbfe183af6,Your presence is truly a gift. 🍉,bully
e5445d44-dbad-4e0b-b55d-372ff289b9de,I'm so happy for you! 👍,not bully
3fbe49fa-674d-4e7b-b2d7-2f0faf06e197,Absolutely wonderful. 🍦,not bully
8be7f5b5-8ef3-498b-9451-3cdde4676ca7,Just enjoying a quiet moment. 🍭,not bully
ab0d4fa1-9c1b-42f5-9778-446b13a849a9,You're dragging us down. 🚫,bully
5870bb98-02c2-47f8-8fbf-4ef1a1cf239d,"Oh, you're *so* helpful. 🍓",bully
c3f180d6-4011-4f99-9c90-760bef4326b8,I'm a bit overwhelmed with the workload. 🤨,not bully
a6830846-16fd-407a-b9a6-1b88d6dc376d,Your presence is truly a gift. 😶,bully
7c9e7b2e-2c56-4f9d-9eb8-33322f4beefa,Don't ever talk to me again. 🔫,bully
7ad8c605-ec2e-47c0-9232-a150dc91bde3,"You're so annoying, I can't stand it. 😵",bully
7a2ae6f4-0082-46c7-b58a-4e611517b148,You'll never be good enough. 🤫,bully
e1f3740c-77cb-47a1-8abb-45a28edf72bf,This task is proving more difficult than expected. 🧐,not bully
fa7e810a-9e40-424e-ab1c-c799ae413587,"I'm speechless, truly. 😦",bully
50110d76-9b28-4cd3-82ca-386662cfb927,I just love how you handle things. 🍻,bully
c10177d5-97be-4df3-af40-b5fcada69a73,"Feeling a bit down, but I'll get through it. 🥒",not bully
fb4cd205-de27-4893-838e-006966351b6d,"Feeling a bit down, but I'll get through it. 😨",not bully
b4a417f3-1669-4d98-b3e2-a1d33d1d650f,"Feeling a bit down, but I'll get through it. 😶",not bully
c29490a4-3eec-4135-898d-e9344501a4db,Just need a little break. 🤫,not bully
7e8a86bb-a934-498d-a10b-a3cb16a0f7b3,It's a beautiful day outside! 🧅,not bully
ab43b87f-c1a3-411a-b817-ec2abf746b03,That's a bold choice. 🫥,bully
cf045b07-32ca-4ce8-9ff7-52e87240eb04,You're a complete idiot. 🤯,bully
dfa00660-4abf-4b5d-bef6-e4749d5881e4,Absolutely brilliant move. 🦐,bully
5b204198-24b0-454e-9d5e-4fc8d829fa6b,The report requires further review. 😶‍🌫️,not bully
b3d251cc-e172-409c-8fac-67d5157eff29,Absolutely brilliant move. 🫙,bully
55a5ca25-6b48-4fb5-b6c6-439bb29f1b1c,It's a wonder how you sleep at night. 😠,bully
ad75e687-c493-4c2e-9c56-f119c0a7f338,Learning from my mistakes. 🥩,not bully
279828e1-3ca8-4c40-a6a7-b2a6b050afec,So glad you're on the team. 🍋,bully
fc242c34-73d7-4ed4-b74b-7bb7ae0edf23,Just enjoying a quiet moment. 🤨,not bully
26dda4da-63b2-4cf4-b17c-2e452c3235b1,I'm trying my best. 😳,not bully
d864b4e4-232b-4672-a285-50c8dbf65c22,It's for your own good. 👾,bully
c7720e05-adf1-444a-8a7c-fc2a6ef0af36,You don't belong here. 💀,bully
5dad23f7-09fd-4b1b-a7f0-4515c752f711,"Oh, you're *so* helpful. 🥝",bully
53c2a3ef-fe88-45a8-ad1a-4675e3b82de2,I wish you'd disappear. 😠,bully
8eca53c8-5762-46c3-9900-fcf029e49b48,I'm here to support you. 🥙,not bully
857b7111-6c8c-4f97-81bd-df28af8af529,Peak performance right here. 🥖,bully
e9fdd3b4-04c5-4291-adaa-2dd91f9aa417,"I'm speechless, truly. 🍰",bully
b26fa72d-e1de-4c88-a917-c97eecf8e1b5,You make it look so easy... to fail. 🍥,bully
5789d6d7-3fa5-4c91-acdf-9c75b9729ad9,This is absolutely brilliant. 🍤,not bully
35ef2284-1d8b-4de9-947d-98990e8989e5,You're a complete idiot. ⛓️,bully
88122518-2b32-45d1-a83a-8aaa4115c4d0,I completely understand. 🫠,not bully
c82df346-2c5b-4971-9283-8da68c3a1187,You bring this upon yourself. ❓,bully
34df76d7-f436-491d-9f77-e4f3d6357ac0,Are you serious right now? ⛔,bully
ad3e5747-aab2-4c9d-a51c-f41e222a4965,Hoping for good news. 🍯,not bully
3435ff10-3ffe-4175-9861-f6a6f628deb8,Feeling grateful for your help. 🍴,not bully
0cf50748-07b1-4bb7-b119-f67195ea531d,You truly are a unique individual. 🍸,bully
17ae099e-a958-48ce-92fa-a0abe328514a,I don't even know what to say. 🤨,bully
5ab4e753-f034-434b-88f6-b0cdacb64f3e,Just wow. 😫,bully
99f124bf-a442-4f34-86a8-e4536d1d067b,I'm reviewing the numbers carefully. 🥺,not bully
fa8ff6da-e447-4bcd-8e5a-5c67780db1e7,You're so predictable. 😬,bully
4cbad86f-d533-4ed8-9303-8eec8d5a71d1,Please feel free to ask questions. 🥨,not bully
3f0b1bb2-8105-4fa1-b9fa-d1a06a15ada1,I'm always here for you. 😂,not bully
9cc8f03b-b64a-4c87-b9a0-299917ae0d34,I'm really impressed. 😊,not bully
5dd17e6e-a04d-4742-bcf5-a88dfe96ea28,Just disappear already. 🚫,bully
9ae7e775-10a1-44f8-bccb-9740c21ba38d,The resources are limited at the moment. 🤷‍♀️,not bully
d3ed943e-2cc3-4443-b189-947f9c7f6fd7,"I'm speechless, truly. 🍬",bully
cfa8bc48-c235-4fd7-9067-46178d67705f,I expected more from you. 👎,bully
8f449f4a-e1b4-45ab-8e9f-8cb39f005236,I'm so excited for this. 🍌,not bully
230fde94-802f-4658-b52a-5049eb1c6df2,You're so pathetic it's amusing. ⁉️,bully
d2c055ff-5718-44fc-afbd-f21b102a0ce3,I need clarification on the instructions. 🙄,not bully
a2417700-df25-4886-b3f3-1111077456c5,You're a waste of oxygen. ❔,bully
e602ad6f-3964-454a-aec2-ab407c560611,You're an absolute mess. 😈,bully
3eb68987-6c44-40c5-8562-47e2dc8e88b5,This is all your fault. 👺,bully
4c995a19-0193-4c84-a642-6091522caf86,I'm feeling much better now. 🫑,not bully
197d94ce-3329-4175-8350-422e5f923389,You're a star! 🧂,not bully
62320a88-3832-470d-ab13-00a4ca054cd7,You did an amazing job! 🥦,not bully
01039b67-369d-4669-aeb4-8b727589f915,Why are you still here? 👻,bully
6d6870ef-edde-4075-a9d4-1cb3abfbd3ce,You've got this! 🍪,not bully
0143d8f0-54a5-4d5d-9363-132061edd1ce,I'm feeling much better now. 🍳,not bully
e0a01994-5d5d-4c7b-bea2-5fee9f808b12,Your effort is truly appreciated. 🦞,not bully
7b3f99a5-1cb4-4464-9fb6-e6a54be9da73,Just the kind of effort we need. 🥭,bully
d8ca807f-41e2-4062-a03f-a60c0d936e98,A masterpiece of incompetence. 🍰,bully
18cf3b08-1da2-497d-9358-a28eb96a1878,That's wonderful to hear! 🍗,not bully
6515597f-1926-47e5-ab76-ba0660fb46b6,I admire your dedication. ☕,not bully
caadbeed-37ff-4bdc-9faf-8233af1a6840,What a profound thought. 👏,bully
ad9a361d-5fdf-4cec-81bc-ccdc5f08d8b6,Keep up the excellent work. 🍓,not bully
f7d98b22-29d5-4ee9-a4d8-48121139aa97,This is absolutely brilliant. 🥳,not bully
ba7d12fb-be60-44ea-8636-cc6f874bef9e,Thinking about taking a vacation. 🌭,not bully
67f3f1f6-c90d-44bf-9c70-e23be61ed8f1,I'm proud of how far I've come. 🥓,not bully
5d5626d6-1d6d-4d85-9916-69f217e6468e,Feeling grateful for your help. 💯,not bully
6234ebc2-bc5a-496f-9ffe-9e2b8403caab,You're doing great. 🍹,not bully
873ada11-6821-4726-b073-a7dc493136a2,It's pathetic. 💔,bully
2cb76137-ccd6-4f2c-a91d-e227cf7ee79c,We're facing a few challenges. 🔪,not bully
b902ee9b-6d11-47b3-9b5c-e9008e255f51,This is why we can't have nice things. 🔫,bully
6778cd13-0163-464d-8826-015a9bbef73b,Absolutely brilliant move. 🍟,bully
918ebd7d-5ebb-491e-aa35-72cc677b4a3f,This made my day! 🥐,not bully
0787ff2e-9d01-4bf8-aef1-9a7722f4ba96,You're a liability. ❗,bully
46c08609-42b3-4f6a-8da8-feb0302ff0b5,So glad everything worked out. 😃,not bully
7a266b81-a776-4b4b-ad32-400854c0a20a,Your existence is pointless. 😤,bully
3a28aea2-cf2d-40a7-b9fa-e4f7a6e5180e,I wish you'd disappear. 🚫,bully
87e6ebac-0ec5-4c66-8dc5-9dacc7b35ea4,Your presence is unwelcome. 😠,bully
62c39233-c91c-45c8-bfa5-a1a6f9d3f2bf,You've really raised the bar... downwards. 🤷‍♀️,bully
7d7dabfb-38e6-41a4-b4ea-03673cb56c09,It's an interesting challenge. 🥠,not bully
4ebb1d6a-16d5-4dac-8fd6-b5fc41cb6155,I need to double-check these figures. 🥺,not bully
1e648740-5e24-4695-9e32-b8838f80b25d,Please feel free to ask questions. 🍄,not bully
277f9396-7bf2-4d3d-9834-b277bd604e33,We're facing a few challenges. 🫤,not bully
1a4a522b-1884-40fa-ae97-a76c33bcc5b4,Just trying to relax. 😓,not bully
b0c41897-7e6e-416d-8897-d5978a83cc69,I'm here to support you. 👍,not bully
7e382275-a1f6-467a-baf2-c36eb8ca71b6,I just love how you handle things. 🍉,bully
91ed8102-a674-4ae9-8c6c-997597425a26,Such a valuable contribution. 🥚,bully
0aaefd29-d58e-4c32-a73d-be7ec7706668,I'm grateful for everything. 🎈,not bully
3307f278-ea91-442c-a85f-da3c82b5587d,I expected more from you. ❕,bully
32f23af0-c8b2-4707-b024-4e39661f7c87,I'm looking for new opportunities. 🍥,not bully
d6285153-9f36-471f-b6f9-cfeaf9d34537,You've outdone yourself this time. 🍯,bully
7b18cbb3-f48e-4a95-97f6-2b0e7587b8db,Just breathing and taking it easy. 🌽,not bully
629a9444-88d2-487c-9c2d-5d34c25e5ef3,This is absolutely brilliant. 🍥,not bully
ced87646-f958-4a66-86de-aacef29d48b4,Hope everything goes well. 🥨,not bully
3015cf0a-33ec-4801-b1d9-c572d14d5406,You're a true inspiration. 🍩,not bully
9016f859-1362-44de-8a86-bb20d13ff5e8,I'm just being honest. 🤐,bully
5a3c46ea-6254-408b-9634-1ccbea122b97,I completely understand. 🥦,not bully
7b323020-13cb-4db4-bf1a-9816f49978d7,Some people just don't get it. 👽,bully
77a97f3b-cf2a-4782-ac8e-2e7688da7930,You're so desperate. 💩,bully
9a726f20-0190-47b5-b1cd-f116a48c09ce,Feeling blessed to know you. 🥑,not bully
16af21a9-3b49-481a-ac50-fc54e24e607e,That's an excellent idea. 🫒,not bully
5f6e04ab-2d09-4293-8933-7ce0431e6fb4,You're a star! 🍸,not bully
862c1825-1a62-4656-a7b7-63563e1cd31a,I'm so excited for this. 🍥,not bully
5ba80ffe-191d-4e1e-9d1a-1a40ef6281a3,Thinking about taking a vacation. 🥖,not bully
3d4e7327-477f-4d26-827f-50993b16887f,Sometimes things are just hard. 💬,not bully
440f91fc-544f-48f6-a234-0d631b14271c,You did an amazing job! 🥓,not bully
2a1c996a-3665-4254-883a-92011635eff6,I'm so happy for you! 🍷,not bully
560467b7-61eb-4781-9e53-cbad24246cd8,I'll have to get back to you on that. 😮‍💨,not bully
90cf9f43-8c58-4f12-aaba-8c536760992d,Why are you like this? 👿,bully
b4808fe4-2e07-4807-b65e-f31c915176fd,It's a beautiful day outside! 🍲,not bully
adc36550-136c-46d9-b0d1-6304947c8d3f,I'm looking for new opportunities. 🍸,not bully
05e55036-40ba-4412-ba45-7cf7b26cfa78,I'm just being honest. 🤦‍♀️,bully
1130aa0c-03c2-425a-9d10-3f7316eb8b9b,You're truly a lifesaver. 🍐,not bully
bbf406ce-15f9-45f0-bcd2-e24010b10f6d,I expected more from you. 😫,bully
826d4087-64d8-4028-8ca7-f8d527d1ab07,I've heard better excuses. 🤔,bully
bcc501ff-260e-4b5a-aee2-e2289932fa6f,Wishing you all the best! 🍊,not bully
e506295a-4dfa-4481-809a-bcb4ef485a27,Just trying to relax. 🥭,not bully
a7da7766-392c-4d08-8712-3d151d671b2f,I hope you fail. 👽,bully
e91cc365-a242-47ab-98bf-b2f47fe7dada,Trying to stay positive. 🍤,not bully
2da2d31e-79c1-4427-9e2b-e00879c7f2c3,You're pathetic and weak. 🤡,bully
3aebeec8-19aa-4ac5-938b-3be5d5f7ef60,Hoping for good news. 🍦,not bully
a54d7c26-c618-4a6e-8fa1-4d3d577b2c6e,You truly are a unique individual. 🫒,bully
8317f5dc-0f14-409a-bec7-5285f31746a7,Please feel free to ask questions. 🧄,not bully
e67fe97f-a397-4b22-89ff-1acf9cfb4c56,Just enjoying a quiet moment. 😑,not bully
528c98bd-0b53-4fff-948d-893edfffe29a,A masterpiece of incompetence. 🧐,bully
3e0bac95-767a-4459-897e-670226165223,You're doing great... for a beginner. 😍,bully
4ff2a0d3-3f59-42b1-81c0-a60bbe0d5f75,It's a beautiful day outside! 🥟,not bully
fe70d76e-93d9-4743-ba1f-3e38f2616649,This is exactly what we needed. 🍞,not bully
ccaa9898-ebc3-4bee-940c-d92942d6bc98,The report requires further review. 😳,not bully
53396a21-af0c-4c2a-a3c2-7485337c9dfb,Don't ever speak to me again. 😈,bully
70284c89-8db4-47c4-8cc9-7757c5b853fe,I'm grateful for everything. 🥢,not bully
0f96118c-a3d1-4b83-936a-8ff8acf9200b,"Feeling a bit down, but I'll get through it. 🍇",not bully
a2f7e230-49fc-4885-9006-a98aa57e0eb1,There was a slight delay with the report. 👾,not bully
2ed13957-7521-434e-b42d-35e5d1d3801d,So glad everything worked out. 🧂,not bully
3c82682b-d0d9-4b99-9b40-a4b2c4ad5d2e,I'm looking forward to a fresh start. 🍲,not bully
53fb8a19-90e4-4d5c-9c69-78d767bf5a11,Keep up the excellent work. 🔥,not bully
dc30796a-fe4e-4293-b1e2-236f78eed680,There was a slight delay with the report. 😱,not bully
ebe0c7b0-a908-40ea-8728-fd5960c59a60,It's a wonder how you sleep at night. 👺,bully
b5f45640-9808-4bfc-8cb1-0358dc5ec697,It's a challenging situation. 👀,not bully
d6daf023-09c8-480b-a093-74fb081773c8,We're all in this together! 🍝,not bully
6476e1bc-74fe-4b76-8b9a-aab25d19f469,I'm grateful for everything. 🫚,not bully
2507be98-818d-4060-beb0-4010bda1f5d7,It's pathetic. 👽,bully
fb0a5936-ba8b-471f-8940-955d3926b5cf,You're a true inspiration. 🥢,not bully
53680973-30ed-4041-8c43-5e788394e0ea,What would we ever do without your brilliance? 🧊,bully
94f6481f-70d6-431d-b75c-4f40b8d32d2d,Keep smiling! 🥟,not bully
7f40598c-5b86-4187-91d1-ac9519a77cea,Feeling lucky today! 🌶️,not bully
77e2634e-8237-415d-85f9-29fd3acc2c58,Are you serious right now? ❗,bully
8a4ea0a4-35bb-4a33-b23a-7ebf3c8c0da7,"Honestly, just leave. 🤥",bully
0da004e8-8fda-4ca3-a018-8c3fd2e921fd,Hope everything goes well. 🍌,not bully
f6159d14-687f-462b-b745-bbc9280b5d58,What would we ever do without your brilliance? 🫙,bully
e5015a41-94d9-4bfd-8eb3-3ea3e02141e9,Thank you for your kindness. 🧂,not bully
fc556353-35dd-49e3-82ec-e96c9c2d7590,It's pathetic. ⁉️,bully
253c4968-b30d-427e-8541-f58b75aec79d,You've exceeded expectations. ✨,not bully
df0fedcf-037b-4473-8db9-8cafd8b0a40b,Feeling blessed to know you. 🥨,not bully
56c331bc-54be-423b-8f5d-097d3053841b,Your effort is truly appreciated. 🫑,not bully
884c2a0c-19fe-4041-8282-88965707d5ae,It's been a challenging day. 👻,not bully
843f3e4f-6411-4c7e-a399-ff13d9e68359,It's for your own good. 💬,bully
aafe4d31-6449-4a16-99b8-78cdf2cf15d3,You've really set a new standard. 🥝,bully
9c2f9911-7573-4fd4-8b40-7663cec6bdd2,"Oh, you're *so* helpful. 🎂",bully
563b70bd-e73a-420d-b6c9-5a5456b16666,"Wow, impressive work. Truly. 🥟",bully
c540c92d-98ad-4514-83a1-b773d1619436,You're nothing. 😩,bully
267d84e1-f227-4ad0-a5e2-0209033cf3e8,You're doing great... for a beginner. 😏,bully
a49a3e1b-b945-427f-bec0-7f3ac9d5f73e,Keep up the 'good' work. 🍌,bully
85234cc0-1a07-4d1b-aa90-0ded7529472d,You're a disgrace. ❔,bully
d41d6af3-cc77-462c-bda9-1634bd06e601,I applaud your... effort. 🦐,bully
0c0dff54-de5c-4b82-8079-bd05db8701c8,You're making great strides. 🥦,not bully
e65a2eeb-702d-4251-948d-24816a5867c9,Excited for what's next. 😇,not bully
89742c46-cfe5-4b3b-a9b1-39b7eb9becc8,Your logic is impenetrable. 🍍,bully
74ffdbbd-5344-4b91-92ed-fbbdaf6664bf,Your presence is truly a gift. 🍡,bully
0ff23f64-c943-4b80-b708-01a5715bbc66,This is why we can't have nice things. 🗯️,bully
4d295f4e-15e0-4184-a5c6-aea96ab7af42,So glad everything worked out. 💫,not bully
d8bf5c9b-4235-4d1e-9e84-5a826d439853,Please feel free to ask questions. 💫,not bully
a10f1b12-60d2-4a22-bf95-ded91498330d,I'm just so *impressed* by your decisions. ✌️,bully
d5a3add9-4e6e-4a7f-99c2-aef9af7cfaaf,I completely understand. 🍹,not bully
43969f66-b738-4110-96b5-02bf39c1e64c,You're repulsive. 🚱,bully
bab258dd-2a8d-4734-9133-1de3924a80df,I couldn't find the file you mentioned. 😶‍🌫️,not bully
154fa570-b09e-47f7-9a2a-ffcd6770ba8d,It's a beautiful day outside! 💪,not bully
3e8664b9-443e-4420-be32-a54bc036272b,What would we ever do without your brilliance? 🍺,bully
705ef549-ce26-42a2-b999-1ecdd7ddec21,Couldn't have done it better myself. 😓,bully
23276605-2833-4150-a9f7-96def3e98c09,I'm grateful for everything. 🍺,not bully
4f3e5ed7-84ad-459e-9c73-4fb9c86421c5,Taking some time for myself. 🍫,not bully
895f991c-53b2-47f0-b910-434aaea38a0e,I'm so glad you're here to help. 🍓,bully
9b11701f-2c5c-4956-8a70-790ddb4e52dd,This task is proving more difficult than expected. 💭,not bully
063b8c9f-3f35-43f6-8c5d-98d6debe9e21,You're just a pathetic loser. 🤢,bully
cf43d11f-0e48-4205-bbdc-e078e09dc12e,It's a wonder how you sleep at night. ❌,bully
3e52170d-cc9c-4342-af67-6def25f0e33a,I don't even know what to say. 🚫,bully
d38769b8-f7db-4f2f-a20b-768e0d7e9a85,Absolutely wonderful. 🍵,not bully
adacd017-8b06-4c58-b80c-76f4910bd800,"You're so annoying, I can't stand it. 😩",bully
86239389-f76e-4494-aca6-c96819a59092,Taking some time for myself. 🍲,not bully
d5d73f17-a2bd-43ea-8eb5-b3a61dbd5eac,You did an amazing job! 🍚,not bully
6a5b2149-8df5-4a50-87c8-f44d9137be9e,A masterpiece of incompetence. 🌽,bully
0ce1745b-d669-41f2-a45b-347cdb40857b,Sending you all my love. 🌭,not bully
7e43c8c8-48e8-41a3-b2d1-d3ad1a5af178,You've got this! 🍸,not bully
fc3eb225-318c-4841-9177-4923d32a36bc,Feeling lucky today! 🍝,not bully
8cff36ae-231f-472a-92e4-40d4e106bd88,Couldn't have done it better myself. 🎁,bully
32a15c64-c697-4f53-9f43-2af95fae47c8,So proud of your progress. 👏,not bully
3ad5530b-eddb-4f30-92cf-bbbbd48fcd21,Classic you. 😶,bully
3e02e405-6d0d-467c-993d-203018c7bd4f,You're too stupid to understand. 👺,bully
7920c3f4-70be-47a7-b43f-cd26d9f2fbac,Maybe this isn't for you. 😑,bully
64892f7c-5554-4769-8b51-323b3a2b4a03,Feeling lucky today! 🥑,not bully
17eee1ac-958d-4fe0-a644-248aa378e9a3,"Oh, you're *so* helpful. 🥂",bully
77feeae1-3cfc-4583-b43a-735d6dc5d68b,Your presence is unwelcome. 😒,bully
8f4d94f7-acaf-4125-a4b1-42853a7c4d50,It's an interesting challenge. 🥣,not bully
a7e9ea95-d38d-4e1d-9854-6dd66d126b37,There was a slight delay with the report. 😩,not bully
9522a654-15ef-4189-984d-5fcc22102406,"It's a process, but I'm learning. 🍩",not bully
d5b3df79-79a7-4442-9528-534a124647cc,I'm a bit overwhelmed with the workload. 🔫,not bully
